Baton Rouge city,228895
Battle Creek city,700
Battle Creek township,34
Battle Ground city,18930
Battle Ground town,1459
Battle Hill township,103
Battle Lake city,879
Battle Plain township,196
Battle township,51
Battlefield city,5925
Battleview township,89
Baudette city,1059
Baughman township,4563
Baugo township,9709
Bauxite town,506
Baxley city,4463
Baxter city,1101
Baxter County,40857
Baxter Estates village,1012
Baxter Springs city,4073
Baxter town,1396
Baxter township,190
Bay city,1796
Bay City city,34149
Bay City village,489
Bay County,178985
Bay de Noc township,301
Bay Harbor Islands town,6007
Bay Head borough,1001
Bay Lake city,49
Bay Lake township,949
Bay Mills township,1477
Bay Minette city,9049
Bay Springs city,1743
Bay St. Louis city,11388
Bay township,1133
Bay View Gardens village,392
Bay View village,616
Bay Village city,15435
Bayard city,460
Bayard town,276
Bayboro town,1252
Bayfield city,481
Bayfield County,14985
Bayfield town,2533
Baylis village,200
Baylor County,3592
Bayonne city,65975
Bayou La Batre city,2636
Bayou Vista city,1568
Bayport city,3692
Bayside town,330
Bayside village,4420
Bayside village (pt.),4331
Baytown city,76127
Baytown city (pt.),4214
Baytown township,1806
Bayview town,389
Bayville village,6748
Bazaar township,90
Bazetta township,5745
Bazile Mills village,28
Bazile township,172
Bazine city,335
Bazine township,456
Beach city,1107
Beach City city,2524
Beach City village,1013
Beach Haven borough,1180
Beach Park village,13988
Beach Park village (pt.),9038
Beach township,166
Beachwood borough,11253
Beachwood city,11797
Beacon city,487
Beacon Falls town,6055
Beaconsfield city,15
Beadle County,18169
Beale township,840
Beallsville borough,453
Beallsville village,407
Beals town,498
Beaman city,191
Bean Blossom township,3025
Bean Station city,3084
Beans grant,0
Beans purchase,0
Bear Bluff town,139
Bear Creek town,1052
Bear Creek township,486
Bear Creek village,381
Bear Creek Village borough,256
Bear Grass town,71
Bear Grove township,587
Bear Lake borough,161
Bear Lake County,5957
Bear Lake town,659
Bear Lake township,676
Bear Lake village,282
Bear Park township,186
Bear River City city,842
Bear River town,521
Bearcreek town,83
Bearcreek township,1574
Bearden city,916
Bearden town,133
Beardsley city,225
Beardstown city,5882
Beardstown township,6712
Bearfield township,1658
Bearinger township,359
Bearville township,208
Beasley city,663
Beatrice city,12055
Beatrice town,289
Beattie city,197
Beatty township,378
Beattyville city,1257
Beaucoup township,581
Beauford township,406
Beaufort city,13130
Beaufort County,47585
Beaufort town,4195
Beaugrand township,1146
Beaulieu township,111
Beaumont city,42277
Beaumont town,941
Beauregard Parish,36198
Beauregard village,327
Beaux Arts Village town,323
Beaver Bay city,176
Beaver Bay township,475
Beaver borough,4440
Beaver Brook town,707
Beaver city,48
Beaver City city,596
Beaver County,5486
Beaver Cove town,118
Beaver Creek city,295
Beaver Creek township,269
Beaver Crossing village,398
Beaver Dam city,3541
Beaver Dam town,3898
Beaver Falls city,8740
Beaver Falls township,189
Beaver Meadows borough,850
Beaver town,101
Beaver township,517
Beaver village,439
Beaver village (pt.),122
Beavercreek city,45934
Beavercreek township,53031
Beaverdam village,373
Beaverhead County,9345
Beaverton city,1060
Beaverton town,189
Beaverton township,1941
Beavertown borough,973
Beaverville township,587
Beaverville village,347
Beccaria township,1754
Bechtelsville borough,940
Beckemeyer village,1019
Becker city,4687
Becker County,33259
Becker township,518
Becket town,1777
Beckham County,23691
Beck-Highland township,13
Beckley city,17238
Beckville city,843
Beddington town,48
Bedford borough,2768
Bedford charter township,9484
Bedford city,13355
Bedford County,48946
Bedford Heights city,10675
Bedford Park village,576
Bedford Park village (pt.),568
Bedford town,14205
Bedford township,1055
Bedias city,449
Bedminster township,8213
Bee Branch township,298
Bee Cave city,5960
Bee County,32863
Bee village,192
Beebe city,7971
Beech Bottom village,506
Beech Creek borough,703
Beech Creek township,2556
Beech Grove city,14514
Beech Grove city (pt.),3442
Beech Mountain town,319
Beech Mountain town (pt.),24
Beecher City village,456
Beecher town,715
Beecher village,4461
Beechwood Village city,1359
Beedeville town,103
Beekman town,14473
Beekmantown town,5538
Beemer township,846
Beemer village,665
Beersheba Springs town,469
Beery township,32
Beetown town,770
Beeville city,13303
Beggs city,1243
Beisigl township,22
Bejou city,91
Bejou township,81
Bel Air town,10264
Bel Aire city,7284
Belcher village,259
Belchertown town,14846
Belden village,112
Belding city,5784
Belen city,7175
Belfast city,6677
Belfast town,1633
Belfast township,187
Belfield city,1026
Belford township,122
Belgium town,1430
Belgium township,81
Belgium village,402
Belgium village (pt.),224
Belgrade city,752
Belgrade town,3154
Belgrade township,1038
Belgrade village,118
Belhaven town,1612
Belington town,1944
Belk town,211
Belknap County,60305
Belknap township,730
Belknap village,105
Bell Acres borough,1401
Bell Buckle town,512
Bell Center village,115
Bell city,36217
Bell City city,439
Bell County,27778
Bell Creek township,229
Bell Gardens city,43146
Bell Plain township,381
Bell town,454
Bell township,74
Bella Villa city,739
Bella Vista town,27688
Bellaire city,18252
Bellaire village,1071
Bellaire village (pt.),474
Bellbrook city,7031
Belle Center village,801
Belle city,1535
Belle city (pt.),1331
Belle Creek township,504
Belle Fourche city,5707
Belle Fourche-Cheyenne Valleys UT,1928
Belle Glade city,18061
Belle Haven town,525
Belle Haven town (pt.),464
Belle Isle city,6528
Belle Meade city,3017
Belle Plaine city,2489
Belle Plaine town,1848
Belle Plaine township,3198
Belle Prairie City town,53
Belle Prairie township,132
Belle Rive village,361
Belle River township,347
Belle Terre village,795
Belle town,1228
Belle township,40
Belle Valley village,217
Belle Vernon borough,1073
Belleair Beach city,1591
Belleair Bluffs city,2071
Belleair Shore town,111
Belleair town,3949
Bellechester city,175
Bellechester city (pt.),134
Bellefontaine city,13167
Bellefontaine city (pt.),444
Bellefontaine Neighbors city,10807
Bellefonte borough,6227
Bellefonte city,871
Bellefonte town,476
Bellemeade city,889
Bellerive village,188
Bellerose village,1201
Belleview city,4681
Belleview township,69
Belleville city,437
Belleville township,42529
Belleville village,2424
Belleville village (pt.),1890
Bellevue borough,8300
Bellevue city,2300
Bellevue city (pt.),2
Bellevue township,3141
Bellevue village,1963
Bellewood city,330
Bellflower city,78236
Bellflower township,579
Bellflower village,353
Bellingham city,160
Bellingham town,16770
Bellmawr borough,11454
Bellmead city,10184
Bellmont town,1438
Bellmont village,269
Bellows Falls village,3061
Bellport village,2083
Bells city,2457
Bells town,1407
Bellville city,123
Bellville village,1878
Bellville village (pt.),1859
Bellwood borough,1794
Bellwood village,19152
Belmar borough,5719
Belmond city,2322
Belmont city,27073
Belmont County,69461
Belmont town,923
Belmont township,2543
Belmont village,947
Belmore village,141
Bel-Nor village,1486
Beloit city,3792
Beloit town,7666
Beloit township,202
Beloit village,946
Belpre city,84
Belpre township,179
Bel-Ridge village,2724
Belt town,604
Belton city,23165
Beltrami city,106
Beltrami County,45664
Belvedere city,2129
Belvidere city,25282
Belvidere city (pt.),20903
Belvidere town,2616
Belvidere township,29887
Belvidere village,48
Belview city,364
Belville town,2059
Belvue city,207
Belvue township,384
Belwood town,934
Belzoni city,2088
Bement township,1852
Bement village,1692
Bemidji city,14453
Bemidji township,3150
Bemus Point village,360
Ben Avon borough,1786
Ben Avon Heights borough,372
Ben Hill County,17464
Ben Lomond town,148
Ben Wade township,253
Bena city,117
Benavides city,1331
Benbrook city,22419
Bend city,84080
Bendersville borough,641
Benedict city,71
Benedict township,28
Benedict village,236
Benewah County,9118
Benezette township,200
Bengal township,1209
Benham city,480
Benicia city,27930
Benjamin city,267
Benkelman city,888
Benkelman township,28
Benld city,1503
Benld city (pt.),1503
Benner township,8908
Bennet village,835
Bennett city,401
Bennett County,3430
Bennett town,2443
Bennett town (pt.),2072
Bennett township,614
Bennettsville city,8833
Bennington city,665
Bennington County,36445
Bennington town,1475
Bennington township,1578
Benoit town,465
Benona township,1434
Bensalem township,60420
Bensenville village,18487
Bensenville village (pt.),0
Benson borough,187
Benson city,4927
Benson County,6833
Benson town,188
Benson town (pt.),0
Benson township,323
Benson village,428
Bent County,5630
Bentinck township,26
Bentley city,524
Bentley town,34
Bentley township,833
Bentleyville borough,2531
Bentleyville village,859
Benton borough,831
Benton charter township,14527
Benton city,33625
Benton city (pt.),6785
Benton City city,3191
Benton City village,105
Benton County,242321
Benton Harbor city,10018
Benton Ridge village,303
Benton town,46
Benton township,8868
Benton village,967
Bentonia town,429
Bentonville city,41613
Bentru township,76
Benville township,87
Benwood city,1378
Benzie County,17519
Benzonia township,2728
Benzonia village,493
Beotia township,32
Berea city,14658
Beresford city,2025
Beresford city (pt.),391
Bergen city,7
Bergen County,933572
Bergen town,3063
Bergen township,988
Bergen village,1150
Bergenfield borough,27406
Berger city,220
Bergholz village,641
Bergland township,426
Bergman town,445
Berkeley city,118853
Berkeley County,198205
Berkeley Heights township,13542
Berkeley Lake city,1983
Berkeley township,41950
Berkeley village,5230
Berkey village,236
Berkley city,32
Berkley town,6580
Berks County,413691
Berkshire County,128715
Berkshire town,1382
Berkshire township,3340
Berlin borough,7546
Berlin charter township,9160
Berlin city,562
Berlin city (pt.),5343
Berlin Heights village,695
Berlin town,20610
Berlin township,725
Berlin village,180
Bermuda Run town,2538
Bern city,165
Bern town,592
Bern township,565
Bernadotte township,267
Bernalillo County,675551
Bernalillo town,8564
Bernard city,109
Bernards township,26857
Bernardston town,2113
Bernardsville borough,7756
Berne city,4038
Berne city (pt.),1487
Berne town,2826
Berne township,5130
Bernice town,1654
Bernie city,1951
Bernville borough,951
Berreman township,144
Berrien County,18700
Berrien Springs village,1776
Berrien Springs village (pt.),4
Berrien township,5035
Berry city,260
Berry Hill city,551
Berry town,1120
Berry township,346
Berrysburg borough,370
Berryville city,5375
Berryville town,1015
Bertha city,475
Bertha township,396
Berthold city,496
Berthold township,72
Berthoud town,5807
Berthoud town (pt.),5737
Bertie County,20106
Bertram city,300
Bertrand city,804
Bertrand township,2632
Bertrand village,732
Berwick borough,10316
Berwick town,4810
Berwick township,331
Berwyn city,56693
Berwyn Heights town,3262
Berwyn township,56693
Berwyn village,82
Beseman township,136
Bessemer borough,1081
Bessemer city,26949
Bessemer City city,5484
Bessemer township,1126
Bessie town,180
Bethalto village,9382
Bethalto village (pt.),3479
Bethania town,342
Bethany Beach town,1142
Bethany borough,236
Bethany city,3158
Bethany town,5531
Bethany township,173
Bethany village,1322
Bethel Acres town,3073
Bethel Census Area,17868
Bethel city,6415
Bethel Heights city,2473
Bethel Park municipality,32257
Bethel Springs town,719
Bethel town,19372
Bethel township,319
Bethel village,118
Bethesda village,1251
Bethlehem city,75135
Bethlehem city (pt.),19634
Bethlehem town,3501
Bethlehem township,782
Bethlehem village,2444
Bethune town,240
Bettendorf city,35122
Betterton town,334
Bettles city,12
Bettsville village,643
Between town,314
Beulah city,3356
Beulah town,337
Beulah township,63
Beulah village,342
Beulaville town,1342
Bevent town,1120
Beverly Beach town,347
Beverly city,159
Beverly Hills city,34871
Beverly Hills village,10448
Beverly Shores town,610
Beverly town,693
Beverly township,395
Beverly village,1297
Bevier city,711
Bevil Oaks city,1244
Bevington city,62
Bevington city (pt.),57
Bexar County,1855866
Bexley city,13517
Bibb County,22506
Bible Grove township,339
Bicker township,39
Bicknell city,2892
Bicknell city (pt.),2421
Bicknell town,326
Biddeford city,21337
Bienville Parish,13885
Bienville village,211
Big Bear Lake city,5173
Big Beaver borough,1934
Big Bend town,352
Big Bend township,170
Big Bend village,1310
Big Cabin town,257
Big Creek township,814
Big Creek village,152
Big Falls city,225
Big Falls town,134
Big Falls village,61
Big Flat town,103
Big Flat town (pt.),102
Big Flats town,7770
Big Grove township,1691
Big Horn County,13282
Big Island township,1164
Big Lake city,10360
Big Lake township,7571
Big Lake village,146
Big Meadow township,28
Big Mound township,1719
Big Piney town,538
Big Prairie township,2519
Big Rapids charter township,4559
Big Rapids city,10443
Big Rock township,1902
Big Rock village,1160
Big Rock village (pt.),1160
Big Run borough,616
Big Sandy town,607
Big Sioux township,3550
Big Spring city,28472
Big Spring township,694
Big Springs township,297
Big Springs village,397
Big Stone City city,460
Big Stone County,5127
Big Stone Gap town,5457
Big Stone township,270
Big Timber city,1650
Big Timber township,148
Big Water town,474
Big Wells city,771
Big Woods township,53
Bigelow city,237
Bigelow town,309
Bigelow township,37
Bigelow village,25
Bigfork city,447
Bigfork township,310
Bigger township,711
Biggers town,339
Biggs city,1711
Biggsville township,518
Biggsville village,287
Bigler township,1261
Biglerville borough,1202
Biglick township,1122
Billerica town,42264
Billings city,1073
Billings County,901
Billings town,508
Billings township,2387
Billingsley town,142
Bilodeau township,41
Biloxi city,44984
Biltmore Forest town,1422
Binford city,175
Bingen city,719
Binger town,656
Bingham County,45269
Bingham Farms village,1131
Bingham Lake city,128
Bingham town,887
Bingham township,2899
Bingham village,83
Binghampton township,76
Binghamton city,46299
Binghamton town,4857
Birch Cooley township,235
Birch Creek town,528
Birch Creek township,227
Birch Lake township,528
Birch Lake UT,508
Birch Run township,5853
Birch Run village,1495
Birch town,955
Birch township,120
Birch Tree city,669
Birchdale township,843
Birchwood town,473
Birchwood village,431
Birchwood Village city,878
Bird City city,439
Bird City township,678
Bird Island city,1004
Bird Island township,197
Bird township,300
Birdsall town,222
Birdsboro borough,5150
Birdseye town,407
Birdsong town,39
Birmingham borough,89
Birmingham city,212247
Birmingham city (pt.),210489
Birmingham township,147
Birmingham village,191
Birnamwood town,758
Birnamwood village,806
Birnamwood village (pt.),16
Biron village,811
Birtsell township,98
Bisbee city,5308
Biscay city,111
Biscayne Park village,3204
Biscoe town,1685
Bishop city,3841
Bishop Hill village,126
Bishop Hills town,187
Bishop town,238
Bishop township,1394
Bishopville city,3300
Bismarck city,1493
Bismarck township,375
Bismarck village,560
Bismark township,175
Bison city,247
Bison town,340
Bison township,25
Biwabik city,995
Biwabik township,808
Bixby city,24008
Bixby city (pt.),23807
Bjornson township,49
Black Brook town,1485
Black Butte township,44
Black Creek town,765
Black Creek township,600
Black Creek village,1320
Black Diamond city,4338
Black Dog UT,27
Black Earth town,508
Black Earth village,1391
Black Hammer township,242
Black Hawk city,126
Black Hawk County,132897
Black Jack city,6935
Black Lick township,1197
Black Loam township,43
Black Mountain town,8145
Black Oak town,261
Black River Falls city,3582
Black River township,82
Black River village,1361
Black River village (pt.),811
Black Rock city,635
Black Springs town,97
Black town,207
Black township,9294
Black Wolf town,2442
Black Wolf township,78
Blackberry township,15433
Blackbird township,1316
Blackburn city,251
Blackburn city (pt.),17
Blackburn town,107
Blackduck city,788
Blackey city,160
Blackfoot city,11814
Blackford County,12401
Blackhawk township,9927
Blackhoof township,904
Blacklick township,1958
Blackman charter township,23923
Blackpipe township,62
Blacksburg town,1874
Blackshear city,3549
Blackstone town,9091
Blacksville town,180
Blacktail township,71
Blackville town,2327
Blackwater city,162
Blackwater township,29
Blackwell city,6917
Blackwell city (pt.),15
Blackwell town,311
Bladen County,34657
Bladen village,229
Bladenboro town,1733
Bladensburg town,9583
Blades town,1323
Blain borough,260
Blaine city,47
Blaine city (pt.),61190
Blaine County,21482
Blaine town,700
Blaine township,179
Blair city,7986
Blair County,125955
Blair town,791
Blair township,618
Blairsburg city,210
Blairstown city,673
Blairstown township,5834
Blairsville borough,3327
Blairsville city,553
Blakeley township,436
Blakely borough,6475
Blakely city,4795
Blakely township,102
Blakesburg city,287
Blakeslee village,96
Blanca town,372
Blanchard city,37
Blanchard city (pt.),1995
Blanchard town,2910
Blanchard township,86
Blanchard UT,97
Blanchardville village,821
Blanchardville village (pt.),177
Blanchester village,4241
Blanchester village (pt.),4241
Blanco city,1876
Blanco County,10812
Bland city,523
Bland city (pt.),523
Bland County,6625
Blandford town,1255
Blanding city,3668
Blandinsville township,818
Blandinsville village,628
Blandinsville village (pt.),589
Blanket town,381
Blasdell village,2590
Blawnox borough,1423
Bleckley County,12795
Bledsoe County,13931
Bleecker town,514
Blencoe city,217
Blendon township,6147
Blenheim town,371
Blevins city,311
Blind Lake township,81
Blinsmon township,205
Bliss city,302
Bliss township,630
Blissfield township,3883
Blissfield village,3267
Blissfield village (pt.),3262
Blissville township,404
Blockton city,189
Blodgett village,211
Blom township,101
Blomkest city,160
Bloom town,504
Bloom township,91605
Bloomburg town,398
Bloomdale village,687
Bloomenfield township,33
Bloomer city,3535
Bloomer town,1067
Bloomer township,3681
Bloomfield borough,1246
Bloomfield charter township,41967
Bloomfield city,2632
Bloomfield Hills city,3990
Bloomfield town,20819
Bloomfield township,5589
Bloomfield village,1335
Blooming Grove town,17750
Blooming Grove township,1143
Blooming Prairie city,1976
Blooming Prairie city (pt.),0
Blooming Prairie township,431
Blooming township,298
Blooming Valley borough,333
Blooming Valley township,49
Bloomingburg village,420
Bloomingburg village (pt.),924
Bloomingdale borough,8178
Bloomingdale city,2760
Bloomingdale town,333
Bloomingdale township,113239
Bloomingdale village,22299
Bloominggrove township,1174
Bloomington city,209
Bloomington city (pt.),41040
Bloomington City township,78730
Bloomington town,352
Bloomington township,2876
Bloomington village,99
Bloomsburg town,14727
Bloomsbury borough,856
Bloomsdale city,523
Bloomville village,934
Bloss township,348
Blossburg borough,1534
Blossom city,1546
Blount County,57719
Blount township,3354
Blountstown city,2497
Blountsville town,1698
Blowers township,321
Blowing Rock town,1233
Blowing Rock town (pt.),48
Bloxom town,386
Blue Ash city,12149
Blue Butte township,117
Blue Creek township,1464
Blue Earth city,3269
Blue Earth City township,384
Blue Earth County,65385
Blue Eye town,30
Blue Grass city,1623
Blue Grass city (pt.),30
Blue Hill city,901
Blue Hill town,2676
Blue Hill township,27
Blue Island city,23785
Blue Island city (pt.),1456
Blue Lake city,1243
Blue Lake township,394
Blue Mound city,275
Blue Mound township,442
Blue Mound village,1124
Blue Mounds town,905
Blue Mounds township,189
Blue Mounds village,930
Blue Mountain town,122
Blue Rapids city,997
Blue Rapids City township,1093
Blue Rapids township,58
Blue Ridge city,1263
Blue Ridge Manor city,789
Blue Ridge township,1437
Blue River town,882
Blue River township,1434
Blue River village,421
Blue Rock township,674
Blue Springs city,53573
Blue Springs town,93
Blue Springs village,231
Blue Springs-Wymore township,1857
Blue township,3281
Blue Valley township,359
Blueberry township,714
Bluebird township,35
Bluefield city,10448
Bluefield town,5302
Bluejacket town,330
Bluff City city,62
Bluff City town,121
Bluff Springs township,862
Bluff township,47
Bluffdale city,9887
Bluffdale city (pt.),9887
Bluffdale township,542
Bluffs village,691
Bluffton city,9969
Bluffton city (pt.),6652
Bluffton town,101
Bluffton township,480
Bluffton village,4202
Bluffton village (pt.),4028
Bluford village,678
Blum town,441
Blumfield township,1900
Blunt city,366
Blythe city,19258
Blythe city (pt.),26
Blythe township,911
Blythedale village,187
Blytheville city,14884
Blythewood town,2485
Blythewood town (pt.),104
Boardman city,3329
Boardman town,155
Boardman township,1549
Boaz city,9689
Boaz city (pt.),1106
Boaz village,153
Boca Raton city,91332
Bock city,106
Bodcaw town,134
Bode city,297
Boerne city,12835
Bogalusa city,11926
Bogard city,160
Bogard township,1513
Bogart town,1036
Bogart town (pt.),135
Bogata city,1114
Boggs township,949
Bogle township,213
Bogota borough,8332
Bogue city,142
Bogue town,701
Bogus Brook township,1411
Bohemia township,75
Bohnsack township,70
Boiling Spring Lakes city,5689
Boiling Springs town,4588
Bois Blanc township,94
Bois D'Arc township,932
Boise City city,216282
Boise County,6824
Bokchito town,653
Bokescreek township,1322
Bokoshe town,497
Bolckow city,189
Boley town,1183
Boligee town,311
Bolingbrook village,74180
Bolingbrook village (pt.),1612
Bolivar borough,450
Bolivar city,10572
Bolivar County,33768
Bolivar town,2126
Bolivar township,1230
Bolivar village,1015
Bolivia town,150
Bollinger County,12394
Bolo township,413
Bolton town,4952
Bolton township,1697
Bombay town,1343
Bon Air town,114
Bon Homme County,7023
Bonanza city,550
Bonanza town,16
Bonaparte city,425
Bonaville township,73
Bond County,17269
Bond township,659
Bondin township,265
Bonduel village,1468
Bondurant city,4806
Bondville village,447
Bone Creek township,349
Bone Gap village,244
Bone Lake town,710
Bonesteel city,271
Bonetraill township,18
Bonfield village,375
Bonham city,10058
Bonifay city,2761
Bonilla township,86
Bonita Springs city,49299
Bonita village,269
Bonne Terre city,7031
Bonneau town,507
Bonneauville borough,1813
Bonner County,41585
Bonner Springs city,7553
Bonner Springs city (pt.),0
Bonners Ferry city,2490
Bonneville County,108623
Bonney Lake city,18809
Bonney village,333
Bonnie village,389
Bonnieville city,262
Bono city,2159
Bono township,824
Bonpas township,388
Bonus township,4312
Booker town,1621
Booker town (pt.),1606
Boon Lake township,363
Boon township,12863
Boone city,12633
Boone County,37196
Boone town,342
Boone township,1944
Boones Mill town,234
Booneville city,3933
Boonsboro town,3449
Boonton town,8412
Boonton township,4353
Boonville city,6164
Boonville town,4550
Boonville village,2053
Boothbay Harbor town,2170
Boothbay town,3099
Borden County,652
Borden town,876
Bordentown city,3900
Bordentown township,11604
Border township,23
Bordulac township,76
Borger city,12978
Borgholm township,1707
Borup city,107
Boscawen town,3940
Boscobel city,3188
Boscobel town,379
Bosque County,17780
Bosque Farms village,3850
Bossier City city,67472
Bossier Parish,125064
Bossko township,45
Bostic town,379
Boston city,1322
Boston Heights village,1293
Boston town,136
Boston township,868
Bostwick city,366
Boswell borough,1238
Boswell town,763
Bosworth city,298
Botetourt County,33100
Bothell city,36567
Bothell city (pt.),18794
Botkins village,1155
Bottineau city,2305
Bottineau County,6650
Boulder city,105112
Boulder City city,15386
Boulder County,313333
Boulder Junction town,933
Boulder town,223
Bound Brook borough,11116
Boundary County,10979
Bountiful city,43385
Bourbon city,1627
Bourbon County,14772
Bourbon town,1791
Bourbon township,4128
Bourbonnais township,39646
Bourbonnais village,18534
Bourbonnais village (pt.),18506
Bourne town,19711
Bourret township,456
Bouton city,135
Bovey city,817
Bovill city,255
Bovina city,1803
Bovina town,612
Bow Creek township,42
Bow Mar town,921
Bow Mar town (pt.),633
Bow town,7671
Bowbells city,365
Bowbells township,46
Bowcreek township,40
Bowdle city,503
Bowdle township,63
Bowdoin town,3089
Bowdoinham town,2891
Bowdon city,2053
Bowdre township,662
Bowen township,69
Bowen village,478
Bowerbank town,114
Bowers town,354
Bowerston village,394
Bowersville town,463
Bowersville village,312
Bowie city,57646
Bowie County,93275
Bowlegs town,403
Bowler village,300
Bowlesville township,179
Bowling Green city,2909
Bowling Green town,1152
Bowling Green township,447
Bowling township,3389
Bowlus city,284
Bowman city,825
Bowman County,3247
Bowman town,943
Bowman township,374
Bowmanstown borough,892
Bowne township,3276
Bowstring Lake UT,1173
Bowstring township,231
Box Butte County,11340
Box Elder city,9233
Box Elder city (pt.),3111
Box Elder County,51518
Boxborough town,5171
Boxford town,8213
Boxholm city,195
Boxville township,39
Boy Lake township,257
Boy River city,46
Boy River township,85
Boyce town,986
Boyceville village,1104
Boyd city,166
Boyd County,48832
Boyd town,1287
Boyd township,142
Boyd village,545
Boyden city,709
Boydton town,419
Boyertown borough,4037
Boyesen township,23
Boykins town,544
Boyle County,29706
Boyle town,633
Boylston town,4475
Boyne City city,3760
Boyne Falls village,294
Boyne Valley township,1199
Boynton Beach city,73124
Boynton town,244
Boynton township,273
Boys Town village,649
Bozeman city,41660
Bozrah town,2622
Braceville township,6389
Braceville village,775
Braceville village (pt.),775
Bracken County,8406
Brackenridge borough,3229
Brackettville city,1645
Bradbury city,1087
Bradbury township,267
Braddock borough,2140
Braddock city,21
Braddock Hills borough,1870
Braddyville city,155
Braden town,277
Bradenton Beach city,1219
Bradenton city,52769
Bradford city,756
Bradford County,26702
Bradford town,1268
Bradford township,312
Bradford village,741
Bradford village (pt.),755
Bradford Woods borough,1174
Bradfordsville city,296
Bradgate city,84
Bradley Beach borough,4270
Bradley city,577
Bradley County,11148
Bradley town,1485
Bradley township,1907
Bradley village,15677
Bradley village (pt.),15677
Bradner village,1011
Bradshaw town,313
Bradshaw village,275
Brady city,5457
Brady Lake village,464
Brady township,4443
Brady village,420
Bradys Bend township,751
Bragg City town,145
Braggs town,255
Braham city,1790
Braham city (pt.),1790
Braidwood city,6185
Braidwood city (pt.),5
Brainard township,99
Brainard village,327
Brainerd city,13425
Braintree town,1231
Braintree Town city,37362
Braintrim township,501
Braman town,213
Brampton township,1039
Bramwell town,365
Branch city,360
Branch County,43545
Branch township,1334
Branchburg township,14552
Branchville borough,812
Branchville town,998
Brandenburg city,2919
Brandenburg township,105
Brander township,55
Brandon charter township,15572
Brandon city,308
Brandon town,569
Brandon township,729
Brandon village,862
Brandonville town,103
Brandrup township,156
Brandsville city,160
Brandsvold township,248
Brandt town,105
Brandt township,50
Brandywine township,2428
Branford town,28225
Branson city,11340
Branson city (pt.),0
Branson town,67
Branson West city,452
Brant town,2067
Brant township,1957
Brantford township,73
Brantley County,18417
Brantley town,808
Braselton town,8727
Braselton town (pt.),1255
Brashear city,271
Brasher town,2472
Braswell town,384
Braswell town (pt.),247
Bratenahl village,1175
Brattleboro town,11765
Bratton township,1434
Brawley city,25820
Braxton County,14463
Braxton village,183
Bray town,1191
Bray township,64
Braymer city,849
Brayton city,120
Brazeau town,1276
Brazil city,8114
Brazil city (pt.),7695
Brazil township,8499
Brazoria city,3075
Brazoria County,338124
Brazos Bend city,316
Brazos Country city,478
Brazos County,209152
Brea city,41508
Breathitt County,13409
Breaux Bridge city,8327
Breckenridge city,3340
Breckenridge Hills city,4720
Breckenridge town,4749
Breckenridge township,258
Breckenridge village,1309
Breckinridge County,19888
Brecknock township,4613
Brecksville city,13469
Breda city,477
Breed town,707
Breedsville village,197
Breen township,495
Breese city,4502
Breese township,5488
Breezy Point city,2347
Breitung charter township,5807
Breitung township,609
Bremen city,6290
Bremen city (pt.),46
Bremen town,4589
Bremen township,111162
Bremen village,1436
Bremer County,24721
Bremerton city,38572
Bremond city,918
Brenham city,16297
Brenna township,730
Brent city,4881
Brentford town,79
Brenton township,931
Brentwood borough,9563
Brentwood city,57019
Brentwood town,3174
Brevard city,7692
Brevard County,556885
Brevator township,1276
Brevig Mission city,399
Brevort township,589
Brewer city,9317
Brewster city,304
Brewster County,9173
Brewster town,9954
Brewster village,18
Brewton city,5391
Brian Head town,86
Briar Creek borough,688
Briar Creek township,3022
Briarcliff city,233
Briarcliff Manor village,7991
Briarcliff Manor village (pt.),681
Briarcliff village,1511
Briarcliffe Acres town,510
Briaroaks city,493
Briarwood city,445
Brice village,120
Bricelyn city,350
Brick township,75911
Bridge City city,7924
Bridge Creek town,332
Bridgehampton township,823
Bridgeport borough,4578
Bridgeport charter township,10190
Bridgeport city,2372
Bridgeport city (pt.),1793
Bridgeport town,147612
Bridgeport township,2324
Bridgeport village,1803
Bridger town,732
Bridgeton city,11782
Bridgeton town,447
Bridgeton township,2109
Bridgeview village,16491
Bridgeview village (pt.),10052
Bridgeville borough,5116
Bridgeville town,2205
Bridgewater borough,697
Bridgewater city,178
Bridgewater town,1675
Bridgewater township,1723
Bridgewater village,458
Bridgman city,2261
Bridgton town,5344
Bridport town,1221
Brielle borough,4759
Brier city,6434
Brigantine city,9336
Brigham City city,18631
Brigham town,1053
Brighton city,2885
Brighton city (pt.),35949
Brighton plantation,68
Brighton town,1436
Brighton township,3958
Brighton village,2217
Brighton village (pt.),299
Brightwaters village,3101
Brightwood township,210
Briley township,1786
Brillian township,54
Brilliant town,887
Brillion city,3159
Brillion town,1497
Brimer township,59
Brimfield town,3723
Brimfield township,1228
Brimfield village,862
Brimfield village (pt.),862
Brimson village,63
Brinkley city,2960
Brinsmade city,35
Brinson town,211
Briny Breezes town,601
Brisbane city,4612
Brisbin borough,400
Briscoe County,1536
Brislet township,53
Bristol Bay Borough,957
Bristol borough,9595
Bristol city,60570
Bristol County,554194
Bristol town,60570
Bristol township,27944
Bristol village,4931
Bristow city,161
Bristow township,100
Bristow village,63
Britt city,2026
Brittian township,18
Britton city,1226
Britton village,574
Broad Top City borough,444
Broad Top township,1647
Broadalbin town,5169
Broadalbin village,1309
Broadalbin village (pt.),1264
Broaddus town,201
